ID,NumAff,NumImm,IDPeriode,MontantDeclaration
6162,AFF0156,IMM04934,202410,-4268.66
6163,AFF0149,IMM01900,202312,-9042.27
6164,AFF0393,IMM08389,202412,-286.11
6165,AFF0101,IMM03148,202310,4152.21
6166,AFF0440,IMM08904,202309,-1822.8
6167,AFF0494,IMM02490,202407,148.95
6168,AFF0182,IMM08398,202306,-8829.4
6169,AFF0466,IMM08381,202307,-4693.21
6170,AFF0406,IMM05007,202412,-1213.61
6171,AFF0311,IMM07434,202311,-7833.98
6172,AFF0477,IMM03693,202303,-4668.21
6173,AFF0297,IMM02982,202308,-3400.17
6174,AFF0302,IMM02594,202311,665.37
6175,AFF0097,IMM08065,202412,6464.08
6176,AFF0142,IMM08422,202412,5031.91
6177,AFF0298,IMM00841,202310,7590.06
6178,AFF0452,IMM09637,202303,-8186.14
6179,AFF0340,IMM04226,202412,-4271.44
6180,AFF0498,IMM01751,202312,541.53
6181,AFF0100,IMM06861,202308,5521.06
6182,AFF0239,IMM04508,202302,8641.23
6183,AFF0046,IMM09915,202301,-582.06
6184,AFF0290,IMM08466,202311,301.28
6185,AFF0456,IMM06451,202304,-9204.85
6186,AFF0344,IMM02251,202406,3023.11
6187,AFF0482,IMM06516,202302,-3880.15
6188,AFF0434,IMM00390,202309,-2533.71
6189,AFF0084,IMM09603,202305,-4423.41
6190,AFF0461,IMM03862,202410,6528.43
6191,AFF0293,IMM08330,202402,3658.46
6192,AFF0215,IMM00562,202409,-9898.86
6193,AFF0211,IMM07284,202302,-1838.72
6194,AFF0360,IMM09136,202407,3853.76
6195,AFF0059,IMM00263,202301,-488.53
6196,AFF0485,IMM00951,202311,8981.75
6197,AFF0331,IMM03767,202312,6245.19
6198,AFF0111,IMM06290,202407,-7103.42
6199,AFF0004,IMM02601,202312,9929.35
6200,AFF0245,IMM02711,202310,1286.44
6201,AFF0427,IMM07619,202312,6719.91
6202,AFF0140,IMM01138,202303,6485.0
6203,AFF0009,IMM00831,202308,7477.95
6204,AFF0316,IMM01722,202404,7286.55
6205,AFF0019,IMM08030,202406,-2589.19
6206,AFF0182,IMM02194,202308,-8938.82
6207,AFF0134,IMM06343,202404,9376.61
6208,AFF0166,IMM05399,202307,-7685.56
6209,AFF0284,IMM08935,202410,-6044.28
6210,AFF0242,IMM06377,202409,-7860.17
6211,AFF0100,IMM07815,202404,1118.77
6212,AFF0269,IMM01871,202411,4.78
6213,AFF0044,IMM00025,202303,-4285.64
6214,AFF0254,IMM03131,202310,8927.98
6215,AFF0217,IMM09567,202303,-2803.36
6216,AFF0046,IMM01016,202309,3907.52
6217,AFF0163,IMM02427,202309,-9299.91
6218,AFF0330,IMM02336,202306,-4795.74
6219,AFF0287,IMM03054,202308,5271.65
6220,AFF0275,IMM05000,202302,157.9
6221,AFF0036,IMM05451,202307,3610.76
6222,AFF0413,IMM00852,202401,-9210.71
6223,AFF0126,IMM09560,202306,3658.46
6224,AFF0154,IMM08277,202305,-264.63
6225,AFF0402,IMM03285,202307,-4345.36
6226,AFF0429,IMM06474,202312,-1976.58
6227,AFF0039,IMM02345,202401,3139.77
6228,AFF0303,IMM01069,202303,-1703.56
6229,AFF0097,IMM09851,202405,5792.04
6230,AFF0301,IMM02844,202410,-4995.84
6231,AFF0499,IMM04834,202303,4724.81
6232,AFF0049,IMM04235,202302,5694.82
6233,AFF0250,IMM06420,202302,6262.65
6234,AFF0385,IMM05465,202404,1668.58
6235,AFF0384,IMM04936,202411,5936.53
6236,AFF0235,IMM01256,202401,-7354.13
6237,AFF0362,IMM06558,202308,-3737.14
6238,AFF0175,IMM06741,202411,6288.74
6239,AFF0335,IMM05546,202403,2875.13
6240,AFF0225,IMM06967,202301,9225.23
6241,AFF0315,IMM08655,202303,-7003.91
6242,AFF0406,IMM00168,202409,1852.1
6243,AFF0421,IMM05359,202402,4332.65
6244,AFF0271,IMM03347,202310,-7244.05
6245,AFF0388,IMM03155,202312,-2046.06
6246,AFF0424,IMM00275,202401,7335.36
6247,AFF0073,IMM07286,202303,300.46
6248,AFF0500,IMM09628,202402,3229.68
6249,AFF0203,IMM00406,202307,3287.96
6250,AFF0297,IMM04389,202307,6162.65
6251,AFF0143,IMM08738,202311,9406.47
6252,AFF0168,IMM04196,202406,-960.15
6253,AFF0429,IMM06627,202309,4685.77
6254,AFF0070,IMM01235,202311,-3964.57
6255,AFF0115,IMM08936,202302,2946.01
6256,AFF0034,IMM05136,202309,8697.76
6257,AFF0018,IMM06458,202407,3672.33
6258,AFF0119,IMM05890,202311,7927.61
6259,AFF0222,IMM05349,202301,-6150.12
6260,AFF0443,IMM08311,202302,9611.35
6261,AFF0445,IMM08223,202312,4705.29
6262,AFF0021,IMM05497,202403,3984.72
6263,AFF0315,IMM03395,202304,5952.92
6264,AFF0065,IMM09777,202406,-1476.39
6265,AFF0016,IMM02512,202401,-2729.0
6266,AFF0329,IMM03123,202402,-612.81
6267,AFF0463,IMM08135,202411,3862.02
6268,AFF0137,IMM04819,202407,-1967.49
6269,AFF0271,IMM05100,202404,940.78
6270,AFF0255,IMM03318,202404,-3337.28
6271,AFF0350,IMM06424,202407,-8728.35
6272,AFF0240,IMM04515,202304,-6067.65
6273,AFF0315,IMM00082,202312,2075.07
6274,AFF0125,IMM08458,202412,4991.87
6275,AFF0244,IMM08172,202303,762.69
6276,AFF0364,IMM04897,202309,-6672.66
6277,AFF0482,IMM04836,202305,-6689.61
6278,AFF0152,IMM04952,202301,5489.73
6279,AFF0166,IMM01439,202402,2415.35
6280,AFF0419,IMM07419,202406,8890.28
6281,AFF0182,IMM03708,202408,9763.7
6282,AFF0421,IMM09695,202309,-6119.35
6283,AFF0253,IMM06618,202304,5398.62
6284,AFF0213,IMM03786,202311,3240.8
6285,AFF0173,IMM07746,202404,-1365.6
6286,AFF0184,IMM00993,202307,241.99
6287,AFF0345,IMM05251,202308,9692.23
6288,AFF0317,IMM09457,202312,7971.6
6289,AFF0041,IMM05603,202401,-5679.86
6290,AFF0083,IMM08236,202405,-1354.04
6291,AFF0499,IMM09998,202408,-149.63
6292,AFF0319,IMM09189,202410,-7354.84
6293,AFF0432,IMM02588,202405,2308.35
6294,AFF0246,IMM04908,202412,-1544.25
6295,AFF0213,IMM04852,202311,6495.99
6296,AFF0095,IMM01914,202403,-6662.13
6297,AFF0494,IMM07446,202308,-5510.47
6298,AFF0113,IMM02388,202411,-2280.58
6299,AFF0441,IMM04188,202305,9137.47
6300,AFF0193,IMM03738,202310,-5603.14
6301,AFF0194,IMM04309,202305,-4098.28
6302,AFF0271,IMM05495,202310,-6877.02
6303,AFF0420,IMM09300,202401,-8133.16
6304,AFF0228,IMM03456,202410,2217.55
6305,AFF0084,IMM06022,202412,-1976.31
6306,AFF0307,IMM06809,202404,-5582.32
6307,AFF0350,IMM05300,202303,8248.93
6308,AFF0485,IMM06159,202301,-4507.03
6309,AFF0186,IMM06862,202308,-4343.63
6310,AFF0037,IMM04104,202307,-4111.78
6311,AFF0458,IMM04732,202407,7609.71
6312,AFF0393,IMM03416,202305,7560.45
6313,AFF0473,IMM02537,202310,-8668.3
6314,AFF0498,IMM09989,202401,5441.58
6315,AFF0080,IMM09246,202301,-4575.63
6316,AFF0295,IMM01303,202410,5543.77
6317,AFF0035,IMM03311,202408,8785.17
6318,AFF0015,IMM08481,202303,2505.56
6319,AFF0477,IMM02906,202402,-2606.9
6320,AFF0421,IMM03069,202412,-7030.19
6321,AFF0119,IMM04671,202406,2312.76
6322,AFF0047,IMM07650,202411,8763.15
6323,AFF0428,IMM01926,202407,8824.55
6324,AFF0153,IMM02651,202403,-350.13
6325,AFF0167,IMM00205,202307,9448.53
6326,AFF0402,IMM05359,202302,-457.8
6327,AFF0438,IMM02560,202309,-6869.08
6328,AFF0064,IMM03751,202409,-3329.28
6329,AFF0133,IMM05163,202306,-1377.12
6330,AFF0315,IMM01031,202410,3200.33
6331,AFF0204,IMM05865,202409,3035.09
6332,AFF0355,IMM01958,202409,4042.8
6333,AFF0030,IMM06983,202404,-6685.18
6334,AFF0302,IMM02644,202308,1783.86
6335,AFF0227,IMM01630,202307,-1671.94
6336,AFF0121,IMM04748,202309,-5382.27
6337,AFF0339,IMM02829,202410,8876.22
6338,AFF0324,IMM03092,202304,4373.64
6339,AFF0492,IMM05641,202408,-5247.52
6340,AFF0443,IMM09461,202308,1724.79
6341,AFF0343,IMM00230,202301,2075.35
6342,AFF0124,IMM00287,202402,3707.22
6343,AFF0488,IMM09845,202401,7727.77
6344,AFF0120,IMM05969,202411,1476.14
6345,AFF0200,IMM03262,202408,-3700.63
6346,AFF0452,IMM06228,202405,-2752.37
6347,AFF0421,IMM01279,202402,392.26
6348,AFF0125,IMM06697,202301,-6295.67
6349,AFF0093,IMM04993,202308,1194.13
6350,AFF0093,IMM08915,202411,9568.16
6351,AFF0011,IMM07948,202306,1250.34
6352,AFF0206,IMM03407,202407,580.12
6353,AFF0078,IMM03407,202303,9067.08
6354,AFF0449,IMM07599,202406,7251.6
6355,AFF0281,IMM03681,202408,8740.76
6356,AFF0202,IMM03698,202412,7121.6
6357,AFF0414,IMM01989,202312,8924.3
6358,AFF0243,IMM06471,202410,1690.55
6359,AFF0389,IMM08872,202411,7351.27
6360,AFF0007,IMM08365,202404,-4293.38
6361,AFF0446,IMM00983,202311,3717.9
6362,AFF0145,IMM09122,202405,2719.16
6363,AFF0330,IMM02952,202306,1419.92
6364,AFF0270,IMM03384,202301,810.3
6365,AFF0058,IMM07559,202404,6030.86
6366,AFF0044,IMM08452,202302,3638.98
6367,AFF0023,IMM01110,202305,5210.5
6368,AFF0380,IMM08915,202408,-1277.87
6369,AFF0319,IMM04409,202312,4429.74
6370,AFF0392,IMM03696,202305,1424.65
6371,AFF0153,IMM01917,202410,5311.11
6372,AFF0252,IMM07682,202305,6563.45
6373,AFF0420,IMM03221,202306,-5683.06
6374,AFF0238,IMM05812,202308,-3831.06
6375,AFF0370,IMM03807,202306,-6503.21
6376,AFF0199,IMM01064,202301,-7927.56
6377,AFF0467,IMM06881,202403,-3981.56
6378,AFF0107,IMM04098,202401,-2438.84
6379,AFF0115,IMM02655,202303,-6581.41
6380,AFF0290,IMM08332,202401,3705.45
6381,AFF0386,IMM00354,202306,2615.75
6382,AFF0397,IMM09397,202408,8994.13
6383,AFF0016,IMM05299,202308,5248.67
6384,AFF0063,IMM03112,202311,2150.13
6385,AFF0490,IMM07560,202301,-8305.53
6386,AFF0409,IMM07428,202310,-88.93
6387,AFF0354,IMM00807,202405,4513.61
6388,AFF0242,IMM04194,202307,1866.29
6389,AFF0060,IMM02010,202308,-9431.61
6390,AFF0384,IMM03340,202308,-1117.29
6391,AFF0184,IMM00823,202404,-8873.34
6392,AFF0457,IMM07328,202312,9415.07
6393,AFF0416,IMM08026,202301,9415.63
6394,AFF0273,IMM05300,202412,2587.23
6395,AFF0274,IMM05881,202312,9296.77
6396,AFF0481,IMM04670,202404,8184.74
6397,AFF0174,IMM04588,202408,-2319.03
6398,AFF0018,IMM02874,202405,-1452.42
6399,AFF0165,IMM09855,202410,-4832.49
6400,AFF0216,IMM05412,202403,4360.15
6401,AFF0135,IMM09537,202407,5861.02
6402,AFF0267,IMM09583,202409,-2172.57
6403,AFF0094,IMM07625,202305,-1519.86
6404,AFF0425,IMM04194,202311,6385.49
6405,AFF0470,IMM08310,202306,-1805.72
6406,AFF0375,IMM07766,202403,-503.95
6407,AFF0383,IMM08826,202405,-3715.03
6408,AFF0097,IMM01077,202409,4562.85
6409,AFF0386,IMM08131,202401,-9411.97
6410,AFF0074,IMM03804,202411,4730.5
6411,AFF0163,IMM07133,202305,-4140.22
6412,AFF0344,IMM06882,202306,265.71
6413,AFF0098,IMM05043,202309,-8954.86
6414,AFF0172,IMM01695,202403,-2067.23
6415,AFF0052,IMM01941,202301,4044.54
6416,AFF0494,IMM00913,202310,-5.44
6417,AFF0331,IMM03060,202411,-7638.55
6418,AFF0214,IMM08899,202309,-564.21
6419,AFF0443,IMM04642,202308,-9463.72
6420,AFF0033,IMM02020,202410,2389.97
6421,AFF0291,IMM05101,202407,5655.88
6422,AFF0145,IMM02793,202408,1654.8
6423,AFF0156,IMM08012,202403,2917.59
6424,AFF0218,IMM06420,202305,-4553.58
6425,AFF0068,IMM06463,202310,4789.92
6426,AFF0303,IMM07566,202311,657.02
6427,AFF0039,IMM04551,202311,-4505.16
6428,AFF0363,IMM07640,202410,-3819.99
6429,AFF0009,IMM05638,202406,-4195.94
6430,AFF0497,IMM02685,202305,290.15
6431,AFF0358,IMM04826,202410,1261.32
6432,AFF0116,IMM07166,202302,5423.92
6433,AFF0358,IMM04933,202404,5034.97
6434,AFF0353,IMM08301,202312,-7110.02
6435,AFF0266,IMM09646,202412,8268.58
6436,AFF0264,IMM07915,202304,6658.92
6437,AFF0175,IMM01266,202311,7268.02
6438,AFF0033,IMM01179,202404,-5080.26
6439,AFF0249,IMM06872,202304,6478.06
6440,AFF0131,IMM05233,202412,1896.11
6441,AFF0381,IMM06784,202305,6764.34
6442,AFF0270,IMM07160,202308,-181.36
6443,AFF0393,IMM07975,202402,9880.6
6444,AFF0298,IMM02863,202406,-6865.82
6445,AFF0249,IMM07185,202405,-6711.64
6446,AFF0396,IMM07540,202405,8280.58
6447,AFF0074,IMM08156,202408,-9564.62
6448,AFF0443,IMM09315,202411,-8095.1
6449,AFF0087,IMM03260,202302,-1505.41
6450,AFF0186,IMM01181,202305,1061.72
6451,AFF0466,IMM06337,202311,5017.05
6452,AFF0136,IMM09659,202312,-512.58
6453,AFF0063,IMM09954,202302,-973.37
6454,AFF0488,IMM09090,202407,-8634.62
6455,AFF0183,IMM01235,202312,3963.75
6456,AFF0354,IMM03711,202301,9884.72
6457,AFF0478,IMM00700,202401,5996.24
6458,AFF0471,IMM04763,202406,-1737.24
6459,AFF0226,IMM02000,202402,8234.45
6460,AFF0005,IMM01593,202401,-9293.51
6461,AFF0479,IMM05728,202409,3050.21
6462,AFF0371,IMM00993,202311,-6991.05
6463,AFF0179,IMM06324,202401,2895.07
6464,AFF0250,IMM01045,202305,-3672.22
6465,AFF0216,IMM08073,202405,5018.61
6466,AFF0224,IMM06468,202306,-4707.63
6467,AFF0122,IMM03876,202402,3183.06
6468,AFF0241,IMM06532,202312,9570.1
6469,AFF0381,IMM05053,202308,6415.4
6470,AFF0339,IMM07568,202312,8899.44
6471,AFF0276,IMM03580,202409,7060.54
6472,AFF0055,IMM03887,202301,4049.03
6473,AFF0376,IMM04138,202311,5234.28
6474,AFF0128,IMM06127,202311,-3081.53
6475,AFF0279,IMM08903,202301,6529.57
6476,AFF0126,IMM00500,202402,6882.71
6477,AFF0364,IMM06256,202311,-7733.24
6478,AFF0084,IMM03107,202302,266.27
6479,AFF0119,IMM00061,202305,1885.33
6480,AFF0078,IMM00020,202304,-929.37
6481,AFF0380,IMM09462,202404,-2592.3
6482,AFF0349,IMM08852,202301,-9020.34
6483,AFF0384,IMM01154,202403,1845.16
6484,AFF0144,IMM08846,202310,-3747.26
6485,AFF0177,IMM01685,202404,6095.65
6486,AFF0436,IMM00568,202403,-8160.56
6487,AFF0493,IMM01704,202407,-8416.25
6488,AFF0260,IMM09813,202310,-2961.03
6489,AFF0033,IMM02333,202305,3794.28
6490,AFF0102,IMM02454,202310,8106.37
6491,AFF0119,IMM06654,202310,5031.97
6492,AFF0500,IMM04009,202402,-4469.27
6493,AFF0422,IMM06377,202403,198.38
6494,AFF0252,IMM07701,202401,600.41
6495,AFF0354,IMM05814,202409,-9639.13
6496,AFF0164,IMM07781,202401,5110.84
6497,AFF0027,IMM07146,202308,-9129.42
6498,AFF0251,IMM09652,202412,6607.04
6499,AFF0377,IMM07097,202402,-1035.28
6500,AFF0459,IMM01034,202404,3281.25
6501,AFF0045,IMM05735,202412,8076.1
6502,AFF0039,IMM05254,202312,-9226.29
6503,AFF0118,IMM04857,202309,1826.82
6504,AFF0397,IMM02828,202306,-2994.79
6505,AFF0388,IMM03644,202408,8379.37
6506,AFF0375,IMM05065,202305,6482.07
6507,AFF0139,IMM07754,202306,-4711.61
6508,AFF0369,IMM07590,202306,785.03
6509,AFF0469,IMM07070,202403,8705.62
6510,AFF0246,IMM08030,202304,8438.19
6511,AFF0346,IMM08414,202312,2097.42
6512,AFF0412,IMM00181,202405,2393.22
6513,AFF0044,IMM07732,202303,-5521.74
6514,AFF0156,IMM05085,202309,7626.3
6515,AFF0132,IMM00364,202304,5855.72
6516,AFF0491,IMM00920,202306,-8754.85
6517,AFF0400,IMM04736,202403,-7839.05
6518,AFF0134,IMM03162,202402,-8545.29
6519,AFF0071,IMM06385,202411,-7130.86
6520,AFF0432,IMM02888,202301,-8436.05
6521,AFF0449,IMM04118,202410,4051.61
6522,AFF0251,IMM04800,202305,-5235.19
6523,AFF0105,IMM02330,202312,6920.34
6524,AFF0070,IMM08657,202308,3813.16
6525,AFF0215,IMM00030,202306,-1808.11
6526,AFF0233,IMM03142,202304,9780.09
6527,AFF0187,IMM08426,202310,-1645.46
6528,AFF0165,IMM07114,202410,-9187.19
6529,AFF0336,IMM08605,202403,6121.87
6530,AFF0498,IMM09544,202407,-9119.65
6531,AFF0037,IMM02960,202408,-4331.57
6532,AFF0005,IMM06614,202411,-4819.6
6533,AFF0299,IMM08721,202308,-4267.59
6534,AFF0394,IMM09562,202301,3758.53
6535,AFF0436,IMM00087,202404,6361.52
6536,AFF0167,IMM05409,202408,3537.05
6537,AFF0281,IMM08411,202303,7165.1
6538,AFF0499,IMM06019,202410,-6089.79
6539,AFF0465,IMM06462,202311,6018.65
6540,AFF0304,IMM05156,202411,-8950.77
6541,AFF0074,IMM02630,202306,4691.56
6542,AFF0447,IMM01132,202402,4003.46
6543,AFF0001,IMM05513,202304,-5223.07
6544,AFF0167,IMM08574,202410,5164.61
6545,AFF0255,IMM09394,202312,1419.97
6546,AFF0265,IMM09897,202301,1453.74
6547,AFF0104,IMM01543,202408,8424.53
6548,AFF0007,IMM03907,202302,-7397.49
6549,AFF0094,IMM09376,202308,-6271.35
6550,AFF0017,IMM08042,202308,1395.74
6551,AFF0491,IMM05872,202410,-4788.47
6552,AFF0018,IMM02145,202305,4603.63
6553,AFF0181,IMM03185,202407,-5126.52
6554,AFF0259,IMM06190,202410,-3282.21
6555,AFF0349,IMM01238,202410,3543.1
6556,AFF0265,IMM06825,202401,-1230.19
6557,AFF0027,IMM01278,202308,-1724.83
6558,AFF0299,IMM00107,202407,2114.19
6559,AFF0085,IMM04502,202404,3346.73
6560,AFF0340,IMM05085,202307,-656.53
6561,AFF0303,IMM02646,202402,-8453.0
6562,AFF0153,IMM09993,202304,9984.55
6563,AFF0089,IMM00055,202412,9596.32
6564,AFF0208,IMM07682,202307,7850.63
6565,AFF0048,IMM07428,202310,2989.48
6566,AFF0291,IMM03110,202401,1010.8
6567,AFF0305,IMM08264,202404,-2965.42
6568,AFF0357,IMM02084,202310,9395.71
6569,AFF0219,IMM05755,202309,-3189.49
6570,AFF0018,IMM05530,202302,-1662.09
6571,AFF0095,IMM04184,202401,4046.07
6572,AFF0456,IMM00121,202407,9254.72
6573,AFF0423,IMM08508,202310,-3697.68
6574,AFF0162,IMM06419,202412,7971.6
6575,AFF0351,IMM01998,202403,8909.35
6576,AFF0092,IMM03510,202402,-9781.52
6577,AFF0051,IMM06769,202402,4728.19
6578,AFF0431,IMM04000,202311,8956.28
6579,AFF0168,IMM09474,202411,-696.03
6580,AFF0022,IMM00859,202306,6381.53
6581,AFF0172,IMM01474,202308,5435.95
6582,AFF0164,IMM08331,202309,9874.71
6583,AFF0074,IMM05496,202309,7415.55
6584,AFF0378,IMM04767,202410,-9269.82
6585,AFF0037,IMM05970,202408,8142.16
6586,AFF0243,IMM01893,202412,6793.35
6587,AFF0493,IMM02872,202306,8310.73
6588,AFF0211,IMM02958,202312,-1356.99
6589,AFF0173,IMM04389,202303,5672.16
6590,AFF0319,IMM00393,202301,-5816.99
6591,AFF0129,IMM08323,202303,6445.19
6592,AFF0411,IMM03831,202408,-9336.15
6593,AFF0240,IMM04824,202411,-2025.25
6594,AFF0069,IMM01429,202312,-145.45
6595,AFF0266,IMM06945,202405,-5969.25
6596,AFF0106,IMM06296,202310,491.47
6597,AFF0293,IMM02061,202404,2840.11
6598,AFF0182,IMM01102,202306,1694.58
6599,AFF0281,IMM05002,202306,-3031.9
6600,AFF0438,IMM07381,202302,-2513.87
6601,AFF0395,IMM06657,202311,1530.38
6602,AFF0486,IMM06066,202309,-7227.08
6603,AFF0247,IMM00828,202310,9157.3
6604,AFF0052,IMM05872,202301,9111.18
6605,AFF0201,IMM01835,202406,-8706.95
6606,AFF0055,IMM01965,202302,-4881.99
6607,AFF0159,IMM00993,202401,-5229.85
6608,AFF0327,IMM08257,202411,-8892.22
6609,AFF0114,IMM08902,202406,-4539.02
6610,AFF0246,IMM01077,202411,-514.95
6611,AFF0210,IMM04819,202404,1540.5
6612,AFF0334,IMM00586,202410,8996.45
6613,AFF0183,IMM01993,202302,-6857.63
6614,AFF0088,IMM00226,202303,-8009.94
6615,AFF0249,IMM04049,202406,4056.37
6616,AFF0251,IMM09023,202409,-7054.48
6617,AFF0407,IMM07601,202409,4463.16
6618,AFF0071,IMM04879,202401,7043.39
6619,AFF0265,IMM01212,202405,6344.12
6620,AFF0180,IMM00182,202301,-1214.23
6621,AFF0020,IMM04940,202307,9765.1
6622,AFF0315,IMM00390,202307,9839.84
6623,AFF0284,IMM03955,202402,-596.86
6624,AFF0473,IMM07017,202405,1757.63
6625,AFF0353,IMM00812,202311,3037.33
6626,AFF0337,IMM03054,202305,1545.24
6627,AFF0489,IMM02819,202310,3959.76
6628,AFF0210,IMM06893,202405,-4980.94
6629,AFF0044,IMM09258,202302,6548.37
6630,AFF0079,IMM01817,202309,-6483.02
6631,AFF0392,IMM05493,202405,2782.75
6632,AFF0415,IMM08502,202412,4839.41
6633,AFF0161,IMM06788,202310,-8784.07
6634,AFF0118,IMM06952,202306,3947.15
6635,AFF0039,IMM04098,202404,-5638.49
6636,AFF0055,IMM00027,202305,2496.75
6637,AFF0162,IMM00341,202409,-2203.55
6638,AFF0184,IMM02180,202408,588.5
6639,AFF0178,IMM00443,202409,-7722.99
6640,AFF0233,IMM05160,202402,4589.86
6641,AFF0201,IMM07301,202401,5315.13
6642,AFF0001,IMM06738,202407,-2735.5
6643,AFF0241,IMM01470,202402,1254.55
6644,AFF0261,IMM04440,202310,6090.31
6645,AFF0345,IMM09219,202407,-6720.31
6646,AFF0146,IMM05107,202407,3057.58
6647,AFF0341,IMM09297,202309,7866.73
6648,AFF0361,IMM02877,202310,1395.84
6649,AFF0404,IMM07101,202402,2423.87
6650,AFF0303,IMM03048,202408,8140.51
6651,AFF0491,IMM04434,202305,482.62
6652,AFF0256,IMM09425,202310,4208.44
6653,AFF0020,IMM08259,202407,-5181.46
6654,AFF0174,IMM09749,202311,3794.83
6655,AFF0368,IMM05789,202412,-8968.93
6656,AFF0405,IMM06969,202411,524.96
6657,AFF0181,IMM01233,202410,5143.95
6658,AFF0223,IMM04248,202412,-8042.4
6659,AFF0400,IMM05406,202301,-3551.5
6660,AFF0333,IMM00888,202304,-6138.33
6661,AFF0269,IMM07915,202304,3552.4
6662,AFF0176,IMM04993,202310,-3266.18
6663,AFF0367,IMM06182,202308,6370.09
6664,AFF0101,IMM02654,202304,9018.74
6665,AFF0045,IMM04167,202301,2033.07
6666,AFF0081,IMM04235,202308,-720.67
6667,AFF0071,IMM07437,202301,-8641.99
6668,AFF0142,IMM09314,202410,-3770.01
6669,AFF0236,IMM02446,202305,1348.78
6670,AFF0230,IMM04429,202301,-4649.81
6671,AFF0492,IMM08080,202404,-9140.41
6672,AFF0192,IMM04129,202301,7836.02
6673,AFF0386,IMM07464,202408,3634.04
6674,AFF0457,IMM05975,202405,-5983.98
6675,AFF0049,IMM05238,202308,4011.65
6676,AFF0333,IMM08319,202404,6901.47
6677,AFF0417,IMM02804,202307,-2056.92
6678,AFF0208,IMM08030,202307,8832.68
6679,AFF0152,IMM01974,202304,2470.32
6680,AFF0400,IMM00959,202311,-4199.69
6681,AFF0091,IMM02262,202404,-157.62
6682,AFF0164,IMM03631,202301,-1048.41
6683,AFF0375,IMM05115,202410,1016.08
6684,AFF0093,IMM07988,202401,6.78
6685,AFF0314,IMM03223,202310,-4047.74
6686,AFF0272,IMM06768,202401,-5601.67
6687,AFF0300,IMM02270,202306,-3451.82
6688,AFF0423,IMM01394,202404,4644.14
6689,AFF0063,IMM04828,202409,6804.32
6690,AFF0398,IMM07064,202312,-2648.88
6691,AFF0329,IMM09426,202404,-8451.04
6692,AFF0466,IMM01483,202301,-8625.36
6693,AFF0209,IMM00317,202309,4580.53
6694,AFF0024,IMM07450,202302,9282.8
6695,AFF0023,IMM05943,202311,-2914.02
6696,AFF0193,IMM05875,202309,8221.16
6697,AFF0191,IMM05479,202302,770.09
6698,AFF0178,IMM00048,202405,-336.18
6699,AFF0315,IMM02683,202305,-3357.33
6700,AFF0277,IMM01193,202404,540.02
6701,AFF0229,IMM01273,202309,2270.35
6702,AFF0054,IMM00481,202403,8506.01
6703,AFF0263,IMM07323,202302,8616.73
6704,AFF0262,IMM08857,202302,658.98
6705,AFF0228,IMM06064,202302,-3262.04
6706,AFF0483,IMM02465,202306,1392.66
6707,AFF0419,IMM00555,202302,-7886.8
6708,AFF0055,IMM00478,202312,1716.35
6709,AFF0273,IMM01404,202302,5057.96
6710,AFF0333,IMM02144,202308,7280.82
6711,AFF0107,IMM04984,202302,5055.6
6712,AFF0217,IMM04600,202405,-6742.46
6713,AFF0093,IMM06101,202412,-9212.98
6714,AFF0061,IMM07174,202306,-3700.72
6715,AFF0460,IMM09984,202308,-145.91
6716,AFF0223,IMM09263,202305,4217.27
6717,AFF0118,IMM04692,202412,3725.99
6718,AFF0269,IMM09468,202401,4867.87
6719,AFF0365,IMM02640,202407,7473.23
6720,AFF0138,IMM05466,202409,9855.37
6721,AFF0120,IMM01776,202312,7835.36
6722,AFF0091,IMM09237,202406,-6890.17
6723,AFF0023,IMM03958,202303,4484.7
6724,AFF0025,IMM06734,202412,-6466.44
6725,AFF0252,IMM01839,202310,-1934.32
6726,AFF0376,IMM09139,202305,3847.16
6727,AFF0290,IMM05753,202304,7796.54
6728,AFF0317,IMM05371,202304,558.95
6729,AFF0488,IMM03230,202309,-4190.08
6730,AFF0170,IMM03350,202403,-6546.62
6731,AFF0036,IMM06960,202411,-539.77
6732,AFF0460,IMM01843,202411,9528.31
6733,AFF0303,IMM02477,202407,6167.47
6734,AFF0237,IMM08495,202308,3174.63
6735,AFF0042,IMM03524,202401,-2040.13
6736,AFF0303,IMM06617,202309,-7958.1
6737,AFF0084,IMM08827,202402,-462.79
6738,AFF0048,IMM03185,202311,4468.02
6739,AFF0261,IMM07865,202310,4699.03
6740,AFF0477,IMM09055,202407,-1320.73
6741,AFF0232,IMM02739,202310,-4657.35
6742,AFF0234,IMM08551,202407,6674.44
6743,AFF0268,IMM05990,202301,9341.74
6744,AFF0440,IMM01152,202301,1850.43
6745,AFF0274,IMM02123,202410,-9998.5
6746,AFF0444,IMM09696,202403,-8064.2
6747,AFF0153,IMM09937,202403,-7680.66
6748,AFF0142,IMM07205,202411,201.68
6749,AFF0151,IMM08092,202307,-7126.49
6750,AFF0142,IMM01768,202308,6850.61
6751,AFF0152,IMM03410,202401,5750.14
6752,AFF0468,IMM02120,202309,4727.4
6753,AFF0115,IMM05608,202302,-8725.69
6754,AFF0215,IMM07314,202306,4623.89
6755,AFF0161,IMM08951,202410,969.17
6756,AFF0398,IMM03513,202302,2936.95
6757,AFF0339,IMM09537,202312,-9572.36
6758,AFF0329,IMM03459,202401,3848.03
6759,AFF0487,IMM00241,202307,-6837.57
